title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
Madeshow M7 专业精修剃须刀,Madeshow M7 专业精修剃须刀,160,https://cf.shopee.com.br/file/sg-11134201-8262i-mkcnlj49oef8b8,http://shopee.com.br/product/388732234/58254713933,Men's Care,Shaving & Grooming,IVCN202603244906,189617922922,https://detail.1688.com/offer/761306808664.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58254713933,176.97 ,四月热招,1
ALGEO 婴儿提亮霜 - 美白防晒 / 酸奶精华质地，提亮肤色，紧致肌肤,ALGEO 婴儿提亮霜 - 美白防晒 / 酸奶精华质地，提亮肤色，紧致肌肤,27.08,https://cf.shopee.vn/file/vn-11134207-81ztc-mkgwaglcdce8a8,http://shopee.vn/product/35568024/49054792502,Skincare,Face Sunscreen,IVCN202603244908,340441776757,https://detail.1688.com/offer/964357165127.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUJVHEEVCHKUZVIQ2OKJLEORK2IRHVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOTJUKRBU4QSVI5ITEVCHLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,49054792502,27.08 ,四月热招,1
草本黑科技美白修复精华液分解黑色素,买一送一,2.2,https://cf.shopee.com.my/file/cn-11134207-820l4-mjfcpc3u0ao463,http://shopee.com.my/product/1718839005/54704593142,Skincare,Facial Serum & Essence,IVCN202603244910,405427602271,https://detail.1688.com/offer/624213877487.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=be45b4fd90984951a6a393b0d9e6495c&sessionid=64af4064e1495a3c0399821ab5bfb54e,1688链接,03-24更新,54704593142,37.48 ,四月热招,1
抗痘精华液 5D 乳霜,抗痘精华液 5D 乳霜,50.98,https://cf.shopee.com.br/file/sg-11134201-8262m-mklkeu1n6e4lc0,http://shopee.com.br/product/727267440/58205094235,Skincare,Acne Treatment,IVCN202603244912,189185722917,https://detail.1688.com/offer/950858969005.html?spm=a26352.13672862.offerlist.295.1e9e1e62rexYKA&offerId=950858969005&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0445328c337e4ad189ededc3b22cc28f&skuId=6032005563902&forcePC=1773382471691,1688链接,03-24更新,58205094235,50.98 ,四月热招,1
Wahl - Vanish 双电压专业美发造型机,Wahl - Vanish 双电压专业美发造型机,150,https://cf.shopee.com.br/file/br-11134207-7r98o-m22oiffbcpr382,http://shopee.com.br/product/1007330377/22598010496,Men's Care,Shaving & Grooming,IVCN202603244914,119721532966,https://detail.1688.com/offer/982437299912.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417733918340551453e0efb&token=dMYL0i3whbWH84pal8AV1iAf%2FBfPZdIEK0rcJwgwUx4%2FL7nrFJjEW%2BrlalMfQiC0,1688链接,03-24更新,22598010496,538.33 ,四月热招,1
科美原装10W强力理发器+修整机套装，适用于专业理发师,全套切割+精加工,140.39,https://cf.shopee.com.br/file/br-11134207-81ztc-mjai7ia2kc1ved,http://shopee.com.br/product/399160509/22699289361,Men's Care,Shaving & Grooming,IVCN202603244916,229435348151,"https://detail.1688.com/offer/796776020791.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17733898036527052e0d67&token=ymOR6idkT3JSQPakMfD2j14MLlOi3bh6DDD04BoYWdxlLEOIeHVwsGnQTxK0qJ1X
https://detail.1688.com/offer/773952002521.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17733898036527052e0d67&token=VJaionhNjNE9B3NnuCqF3l4MLlOi3bh6DDD04BoYWdxlLEOIeHVwsGnQTxK0qJ1X",1688链接,03-24更新,22699289361,140.40 ,四月热招,1
祛痘祛痘霜 20% 壬二酸美白祛痘霜 20克,祛痘祛痘霜 20% 壬二酸美白祛痘霜 20克,4.66,https://cf.shopee.vn/file/vn-11134207-820l4-mhuaa0q041e0cc,http://shopee.vn/product/1526032399/42214536272,Skincare,Acne Treatment,IVCN202603244918,266199995280,https://detail.1688.com/offer/712678593733.html?spm=a26352.13672862.offerlist.50.7a3a5a31SbxBvB&cosite=-&tracelog=p4p&_p_isad=1&clickid=eedcdecd96144d499b6dd3d1e812b33d&sessionid=0b32f7d52f2858f68f3cc79601caae57,1688链接,03-24更新,42214536272,11.11 ,四月热招,1
Sundoesmatter Sun Buddy Help Me 防晒棒（10克*2支）,防晒棒,6.66,https://cf.shopee.vn/file/sg-11134207-7rd57-m70hypvsg5q3a6,http://shopee.vn/product/1176024061/25711829305,Skincare,Face Sunscreen,IVCN202603244920,250346508413,https://detail.1688.com/offer/974821349375.html?spm=a26352.13672862.offerlist.24.1cf21e62OpKgdw&cosite=-&tracelog=p4p&_p_isad=1&clickid=c5e5935c66b7492fbfd29d97e6214725&sessionid=9161fb9229974362830faae20e665086,1688链接,03-24更新,25711829305,46.23 ,四月热招,1
Angel's Liquid Glutathione 7DAY 和 700 V-Amboule 30ml 精华液，用于提亮肤色和减少黑斑,# V-AMPOULE NIA,7,https://cf.shopee.vn/file/vn-11134207-7ra0g-m8h6dxlyur0k0a,http://shopee.vn/product/3010901/29119903751,Skincare,Facial Serum & Essence,IVCN202603244922,198294421623,https://detail.1688.com/offer/991873905904.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24更新,29119903751,50.83 ,四月热招,1
焕彩精华液 100ml 保湿、柔滑、修护肌肤 面部保湿霜,喷,10,https://cf.shopee.ph/file/ph-11134207-81ztj-mix859hprhtz85,http://shopee.ph/product/1169331804/53601876824,Skincare,Facial Serum & Essence,IVCN202603244924,430232533385,https://detail.1688.com/offer/1024622431966.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGVEVKHLFNEIRKOIJKEORJUKRGU4UZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEONCZKRGU2USSI5CVUVCNJYZDOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,53601876824,14.73 ,四月热招,1
松下 ES RC30 电动剃须刀 - 官方进口,松下 ES RC30 电动剃须刀 - 官方进口,89.73,https://cf.shopee.vn/file/sg-11134201-23020-w8lskqporenvd2,http://shopee.vn/product/16629407/22323519100,Men's Care,Shaving & Grooming,IVCN202603244926,193832495738,https://detail.1688.com/offer/781207745452.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717733962599418988e1083&token=koZYbufSv6zwzPf9MNV72ycrBm1%2FxUwgfvXfnFskPeDnIL9ovF2%2B0CF1fSo%2B%2FyiB,1688链接,03-24更新,22323519100,89.73 ,四月热招,1
Derma Forte 能减少痤疮疤痕，提亮肤色，使肌肤光滑。,Derma Forte 通常,4.72,https://cf.shopee.vn/file/vn-11134207-820l4-mhtw6e6x9wxwcd,http://shopee.vn/product/1235381628/40118908597,Skincare,Acne Treatment,IVCN202603244928,286551124243,https://detail.1688.com/offer/989832190531.html?spm=a26352.13672862.offerlist.55.7d15d519ryJxZY&offerId=989832190531&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=4326a82176114ef0b8d001f30388ba7c&skuId=5952370257099&forcePC=1773391803364,1688链接,03-24更新,40118908597,4.72 ,四月热招,1
FENYI LAB 艾蒿泥面膜 8g 面膜贴 护肤品 面膜 外贸,G HK100毫克,3.13,https://cf.shopee.com.br/file/sg-11134201-8262y-mkwhrgbx21a9aa,http://shopee.com.br/product/1748946670/54206279112,Skincare,Face Mask & Packs,IVCN202603244930,287412759895,https://detail.1688.com/offer/996576462724.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUKNHFEVSHGQZUISKOKJJUONC2IREVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOUJTKRAU2WSTJBCVURCPLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,54206279112,108.69 ,四月热招,1
KM-1690A 专业可充电无线理发器/胡须修剪器 10W 零间隙 7700RPM,KM-1690A 专业可充电无线理发器/胡须修剪器 10W 零间隙 7700RPM,18.8,https://cf.shopee.com.br/file/br-11134207-81z1k-mi1xz1jivwg65e,http://shopee.com.br/product/760321121/58251851023,Men's Care,Shaving & Grooming,IVCN202603244932,228796511752,https://detail.1688.com/offer/967311261514.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58251851023,18.80 ,四月热招,1
祛痘修护精华液（30毫升）/（10毫升）,精华液 10毫升,1.58,https://cf.shopee.com.my/file/my-11134207-820l7-mkds76lwa8zmba,http://shopee.com.my/product/1379585156/43228627905,Skincare,Acne Treatment,IVCN202603244934,440533415286,https://detail.1688.com/offer/928024554222.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=f2ee07046a660273956f3f064f7fdb12&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1B561757F08BE43A714B7ACBDA8F23C4AD1D558FEA47FB1713E445D5772C758A3348394BC3CC3C62B9992F8828C4BE892EF4D5ACD3B6BBC43D2C6C908D5859AAD98BAB9B00D30B8FEACA3490D72221E7F8463B0B80D6169D3BB8D5930C0FAC72E0365804CA4D659F51C1CE4F072CC2470E4DF8CFFD4755F4460205C5F2C36ECED611150855FDC21C4%26cbu_cps_trace_flag%3Dwrite,1688链接,03-24更新,43228627905,62.19 ,四月热招,1
【整盒】Eirlys' 亮白提亮霜 50 毫升,【整盒】Eirlys' 亮白提亮霜 50 毫升,3.45,https://cf.shopee.vn/file/vn-11134207-7r98o-locbejkegg3vc5,http://shopee.vn/product/32570795/25401518534,Skincare,Facial Moisturizer,IVCN202603244936,59724568811,https://detail.1688.com/offer/953759788228.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417736471572591311e1175&token=0ulzFyKDhfdjeLOXSdwxREPMAYCBJ5jqcg5cVyje9zyLrHUemgZTZfo%2Fa5E6XgRA,1688链接,03-24更新,25401518534,95.32 ,四月热招,1
科美KM-T402电动剃须刀，配备1400mAh电池、3速电机、锋利刀片，2026年新款。,科美KM-T402电动剃须刀，配备1400mAh电池、3速电机、锋利刀片，2026年新款。,83,https://cf.shopee.vn/file/vn-11134207-820l4-mjea9ikviqyo8e,http://shopee.vn/product/93507387/49604570217,Men's Care,Shaving & Grooming,IVCN202603244938,365423880629,https://detail.1688.com/offer/857464537208.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2108837b17733852225141941e10b6&token=WGl3BoJ%2F%2F3FWqWkrj0VVb9%2BhvKDk9FqHdg5%2FRRQunHcFBncRDpzuUR%2F6id9HoNkC&tracelog=cps&clickid=79958f4848e748e0466db9249ca65726&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B17C482B9D77E39E8865713DE27E0E8D81F1DC1CA527EBBF12A41CF249DB4BAB65348394BC3CC3C62B9992F8828C4BE8927BDF785E1D886869A1BDDFF767C7462521C582D8F3557DC2151F186F947FB8FC8C50F99F63947C61C796461106D95A9594EA6DBD1BA0D06943C1887C046F4CFC27C1F6F72E9572253C4E1855D867265488709E979F83B600%26cbu_cps_trace_flag%3Dwrite,1688链接,03-24更新,49604570217,84.74 ,四月热招,1
Wahl 无绳旅行剃须刀，用于修整和造型 lj,Wahl 无绳旅行剃须刀，用于修整和造型 lj,35,https://cf.shopee.com.br/file/sg-11134201-7ra26-mbhj97ya7d5xd1,http://shopee.com.br/product/1560661749/23893602713,Men's Care,Shaving & Grooming,IVCN202603244940,149785156442,https://detail.1688.com/offer/750641126603.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24更新,23893602713,49.81 ,四月热招,1
KEMEI 专业套装 2296 + 2299 + 1102 - 理发器 2296 + 修整工具 2299 + 剃须刀 1102,剪发 + 修整 + 剃须刀,196.7,https://cf.shopee.com.br/file/br-11134207-81ztc-mjambuj3eigy05,http://shopee.com.br/product/399160509/58252970775,Men's Care,Shaving & Grooming,IVCN202603244942,169412516014,https://detail.1688.com/offer/963039294181.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58252970775,196.71 ,四月热招,1
Wmark NG222 双伏理发器,讲话,48,https://cf.shopee.com.br/file/br-11134207-7r98o-lvxi3kldvgk2b4,http://shopee.com.br/product/329902624/18174919850,Men's Care,Shaving & Grooming,IVCN202603244944,189183857414,https://detail.1688.com/offer/971619641135.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-24更新,18174919850,172.11 ,四月热招,1
【正品 WAHL】WAHL 超级锥形刀片 2 孔 #1006 2 孔锥形标准 1mm-3.5mm 理发器刀片套装 美国制造,【正品 WAHL】WAHL 超级锥形刀片 2 孔 #1006 2 孔锥形标准 1mm-3.5mm 理发器刀片套装 美国制造,17.75,https://cf.shopee.com.my/file/af948c842fabe5fab0d809d1be22ea06,http://shopee.com.my/product/126748895/1915701972,Men's Care,Shaving & Grooming,IVCN202603244946,34913465139,https://detail.1688.com/offer/826334317739.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_9822,1688链接,03-24更新,1915701972,17.75 ,四月热招,1
Wmark NG NG V1 外转子切割机无刷电机 DLC 刀片,Wmark NG NG V1 外转子切割机无刷电机 DLC 刀片,419,https://cf.shopee.com.br/file/sg-11134201-82621-ml268gxgm6tf4b,http://shopee.com.br/product/730132804/58205656112,Men's Care,Shaving & Grooming,IVCN202603244948,238801731859,https://detail.1688.com/offer/603683880606.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58205656112,460.67 ,四月热招,1
阿达帕林克林祛痘凝胶 - 有助于减少痤疮、皮下脓疱并淡化黑斑 0.3% (15克管装),阿达帕林克林祛痘凝胶 - 有助于减少痤疮、皮下脓疱并淡化黑斑 0.3% (15克管装),3.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mkeuw5s0oxl091,http://shopee.vn/product/452520503/43418901277,Skincare,Acne Treatment,IVCN202603244950,261550578293,https://detail.1688.com/offer/1004690013606.html?spm=a26352.13672862.offerlist.24.177a1342LhwVIh&offerId=1004690013606&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=159d6177f556440cabcc04aa1f45d3ca&skuId=-1&forcePC=1773369733889,1688链接,03-24更新,43418901277,12.30 ,四月热招,1
Wmark NG222 黑色专业理发器，双电压,Wmark NG222 黑色专业理发器，双电压,107,https://cf.shopee.com.br/file/sg-11134201-7reos-m8ht7h9kf91z7d,http://shopee.com.br/product/534938462/23492921694,Men's Care,Shaving & Grooming,IVCN202603244952,129644589293,https://detail.1688.com/offer/713611897477.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417733748124657920e1066&token=J5tMRH1p8KOybov2kXxlvb7fXH9UNOABKhiKazD53pEVire56%2FxoP3CNOXLZwc8A,1688链接,03-24更新,23492921694,171.67 ,四月热招,1
（有效期至2028年）MAIONE 青春亮白焕颜洁面乳 100毫升,（有效期至2028年）MAIONE 青春亮白焕颜洁面乳 100毫升,8,https://cf.shopee.com.my/file/my-11134207-820l5-ml62orzl3rprf6,http://shopee.com.my/product/922883499/50756477543,Skincare,Facial Cleanser,IVCN202603244954,267421100973,https://detail.1688.com/offer/680986586755.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EKFGUEWSIIEZUIS2PIJLUONBSKRFVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJMEOTK2IRIU2QSVI5GVSVCLLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,50756477543,158.62 ,四月热招,1
JRL ONYX 专业无线理发器 | FF2020C-B,ONYX 修剪器,294.48,https://cf.shopee.com.my/file/my-11134207-7rase-m1t9ywqtnbqf07,http://shopee.com.my/product/107238576/23655186451,Men's Care,Shaving & Grooming,IVCN202603244956,205498840281,"https://detail.1688.com/offer/657701943443.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17733720261678075e10e2&token=FjziQBllGSWgO73L%2Foe9ApCHtGQ%2FUaLBpLgC9LMLmjm%2F0hAg9DyXaO7O4js0PXts
https://detail.1688.com/offer/729892417778.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17733867175288006e0fad&token=CZpJuyWBr%2BapZEy6Mum8m34hI5LxmC1xaNfhFnxqwwHwPPUlVTvDnoxbA%2Bq27KUQ",1688链接,03-24更新,23655186451,294.48 ,四月热招,1
Madeshow M15 无绳理发器，带陶瓷可移动刀片,紫色的,158,https://cf.shopee.com.br/file/sg-11134201-8261d-mka15d9hixolb3,http://shopee.com.br/product/388732234/58204587565,Men's Care,Shaving & Grooming,IVCN202603244958,229437105582,https://detail.1688.com/offer/972307206198.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58204587565,227.52 ,四月热招,1
KEMEI KM418 无绳理发器，轻巧便携，可充电，电动无绳理发器，配有 4 个梳子附件，可用于发型设计。,升级版 GM6028,3.96,https://cf.shopee.co.th/file/th-11134207-7r98u-lqzyszzk15daef,http://shopee.co.th/product/266168985/5838987141,Men's Care,Shaving & Grooming,IVCN202603244960,111708739451,https://detail.1688.com/offer/911891187755.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24更新,5838987141,3.96 ,四月热招,1
2027 熊果苷 5.0 美白霜 5% TOSOWOONG - 50ML,2027 熊果苷 5.0 美白霜 5% TOSOWOONG - 50ML,5.5,https://cf.shopee.vn/file/vn-11134207-820l4-mjh24mlnrojp87,http://shopee.vn/product/80311948/46904682435,Skincare,Facial Moisturizer,IVCN202603244962,267334559129,https://detail.1688.com/offer/929971354083.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17736274917204938e1095&token=KnRZUt8v1mA0G5J9X%2BbRUM6ysd%2BFunCZdE2FVzDNXmGcjOGOJSrYNMkwMqIZTy%2Ft,1688链接,03-24更新,46904682435,28.47 ,四月热招,1
Epiduo凝胶 30克,Epiduo凝胶 30克,4.8,https://cf.shopee.com.br/file/br-11134207-81ztc-mjh06kpdfk06bd,http://shopee.com.br/product/312299669/58203268961,Skincare,Acne Treatment,IVCN202603244964,209184406277,https://detail.1688.com/offer/779810860689.html?spm=a26352.13672862.offerlist.34.21a91e62etherU&cosite=-&tracelog=p4p&_p_isad=1&clickid=837b15431c094784ac79f97b6ac56133&sessionid=76762f4f3f5dae3bc4136f90e16fe653,1688链接,03-24更新,58203268961,128.44 ,四月热招,1
【2瓶特惠礼包】TEASHELL 烟酰胺亮白精华液 美白+舒缓修护,2瓶/60毫升+5片面膜,7.8,https://cf.shopee.ph/file/ph-11134207-81ztd-mkg1r4xd3tagf4,http://shopee.ph/product/1731903343/47755876263,Skincare,Facial Serum & Essence,IVCN202603244966,435529471432,https://detail.1688.com/offer/1019767761630.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGUUWSHGQZUIT2OLJLUORJTIRDU2QZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEONBSIRCU2USUI5AVURCBJVBTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,47755876263,11.74 ,四月热招,1
祛痘美白霜（20% 祛痘精华液）20克,祛痘美白霜（20% 祛痘精华液）20克,15.1,https://cf.shopee.vn/file/vn-11134207-820l4-mi68e7lqwpoi84,http://shopee.vn/product/1526032399/58053002403,Skincare,Acne Treatment,IVCN202603244968,287250901766,https://detail.1688.com/offer/1029955710827.html?spm=a26352.13672862.offerlist.180.58241e62RMiLRt&offerId=1029955710827&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=fcb0e2252e914bdb86adb5ecd5681c74&skuId=-1&forcePC=1773391362970,1688链接,03-24更新,58053002403,15.11 ,四月热招,1
Wmark NG222 双伏理发器,蓝色的,48,https://cf.shopee.com.br/file/br-11134207-7r98o-lvxi3kldvgk2b4,http://shopee.com.br/product/329902624/18174919850,Men's Care,Shaving & Grooming,IVCN202603244970,189183857416,https://detail.1688.com/offer/971619641135.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-24更新,18174919850,172.54 ,四月热招,1
超级剃须刀片，切型，10盒装 x 100片（1000片半片）,超级剃须刀片，切型，10盒装 x 100片（1000片半片）,125,https://cf.shopee.com.br/file/br-11134207-7r98o-m884us1n9dkhfd,http://shopee.com.br/product/366882760/22698394654,Men's Care,Shaving & Grooming,IVCN202603244972,119723374587,https://detail.1688.com/offer/993024314204.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24更新,22698394654,216.71 ,四月热招,1
韩国两瓶顶级高尔夫防晒提亮霜，SPF 50+，提亮肤色，不粘腻。,韩国两瓶顶级高尔夫防晒提亮霜，SPF 50+，提亮肤色，不粘腻。,4.85,https://cf.shopee.vn/file/vn-11134207-81ztc-mk3lo9ddnsaqae,http://shopee.vn/product/1305139703/25435240671,Skincare,Face Sunscreen,IVCN202603244974,119245782882,https://detail.1688.com/offer/895210172914.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2132815517736469270995047e0dbc&token=TERcNjeNm6QSP3%2FRNAFb1lMcPBJ6Os1%2FyN3MvO9SWstIFs%2Fhhaoy8D1QRtgGOlHz&tracelog=cps&clickid=acbeb33b772f9d1b6ff9cc342df74c98&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B14167BE384A6AA97459A456CC37B7FAAE621D04453E51F5311E420E3A80697F7B348394BC3CC3C62B9992F8828C4BE89250CEFCB201BA4974F9A26E6959DC8497E2AB3F2434646B7014D78A968BD3A4C2A288462A82ABBB8EC8F0D82FEDAC0E1355F6584266997482A412D4DB1EEB8FF6FCB0A1EA28EED15CA6F4C07279A2C5E34837EAE250E4C179%26cbu_cps_trace_flag%3Dwrite,1688链接,03-24更新,25435240671,4.85 ,四月热招,1
男士电动理发器剃须刀脱毛套装胸毛修剪器剃须刀,没有数字显示屏、指示灯或底座。,41.93,https://cf.shopee.com.br/file/br-11134207-81ztc-mk5cn9xm10qoa6,http://shopee.com.br/product/1536357143/58254416559,Men's Care,Shaving & Grooming,IVCN202603244976,209185245935,https://detail.1688.com/offer/678206933218.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58254416559,41.93 ,四月热招,1
科美KM-8557专业充电式理发器+修剪器+剃须刀套装,科美KM-8557专业充电式理发器+修剪器+剃须刀套装,270.92,https://cf.shopee.com.br/file/br-11134207-81zub-mkkylponfyma2b,http://shopee.com.br/product/1517959763/58255057424,Men's Care,Shaving & Grooming,IVCN202603244978,149790246025,https://detail.1688.com/offer/920536427243.html?spm=a26352.b28411319/2508.0.0,1688链接,03-24更新,58255057424,270.92 ,四月热招,1
10块装CB烟酰胺男士美白皂，适用于所有肤质，控油祛痘,热销 3 件装+🎁,2.58,https://cf.shopee.ph/file/ph-11134207-7ra0q-mc0cvnazso0n24,http://shopee.ph/product/995272180/41102493838,Men's Care,Bath & Body Care,IVCN202603244980,285205891534,https://detail.1688.com/offer/900229725451.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i27&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-24更新,41102493838,2.58 ,四月热招,1
李金牌无线美发造型机,WA - 李细节,99.15,https://cf.shopee.com.br/file/cn-11134207-820l4-ml0qmr7x0t1f57,http://shopee.com.br/product/1060716875/48656564113,Men's Care,Shaving & Grooming,IVCN202603244982,330588511024,https://detail.1688.com/offer/739796537221.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217733861851477838e0e86&token=qlqpQQg7NFnqKSG3%2FKbxloRQ6spvwIeeodu%2Fxd4CvQYa8NMcwGUmTJxsAxf6Fg4D,1688链接,03-24更新,48656564113,99.16 ,四月热招,1
飞利浦 Norelco OneBlade 360​​ - 全新正品飞利浦胡须修剪器和理发器，密封包装,专业 - 面部和身体,19,https://cf.shopee.vn/file/vn-11134207-7r98o-lvg6lqoterv14d,http://shopee.vn/product/159973831/18084545443,Men's Care,Shaving & Grooming,IVCN202603244984,234291361287,https://detail.1688.com/offer/905168228951.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-24更新,18084545443,269.10 ,四月热招,1
Grecin Control Gx 减少白发洗发露 118毫升,1|118毫升,6,https://cf.shopee.com.br/file/br-11134207-81ztc-mkeco5muox6o0b,http://shopee.com.br/product/1225211203/52405911887,Men's Care,Hair Care,IVCN202603244986,445534810259,https://detail.1688.com/offer/998433908677.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf89a7417733736380244152e10f2&token=BseucCRkV2mJDVFeLtvjzeN%2BIzxCHuA%2F6qwb6dThYdMFjHeL5t%2FNNHT6V2lrb2WL,1688链接,03-24更新,52405911887,17.07 ,四月热招,1
图片：维他命C保湿抗衰老精华液 50ml | Cây Rơm Cosmetics,50毫升,16.7,https://cf.shopee.vn/file/vn-11134207-820l4-mhj4tsx69zwo7d,http://shopee.vn/product/633912927/48352176271,Skincare,Facial Serum & Essence,IVCN202603244988,405451540135,https://detail.1688.com/offer/1029156867932.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDIWKUIFGVEWSHIUZFITKPIJLUONBUKRDU2UZXJZJFSRKXLJGFUTZVLBMEKWSDKRGVMUKYIVMTGSKMGRMVIT2OLJKEONBSIRAU4WS2I5CVURCPJ5BTOUCOGZIT2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-24更新,48352176271,264.66 ,四月热招,1
